1.6	0.000774724	0.844846	0.00052063	0.0535463
1.59973	0.000403704	0.908205	0.000273528	0.0322866
1.59947	0.00015103	0.9163	0.00010478	0.0198516
1.5992	3.27524e-05	0.902154	2.01662e-05	0.0148047
1.59893	1.44034e-05	0.898319	3.54242e-07	0.013864
1.59866	3.91676e-05	0.918002	1.39925e-05	0.0137456
1.5984	5.95706e-05	0.951588	3.23098e-05	0.0125302
1.59813	5.57159e-05	0.978442	3.88626e-05	0.0100241
1.59786	3.38788e-05	0.984045	3.14285e-05	0.00718486
1.5976	1.16135e-05	0.970215	1.72105e-05	0.00513103
1.59733	1.72828e-06	0.952235	5.34291e-06	0.00436205
1.59706	4.93065e-06	0.946442	1.01248e-06	0.00456301
1.5968	1.29803e-05	0.958179	3.63166e-06	0.00496226
1.59653	1.7043e-05	0.978842	8.81111e-06	0.00489956
1.59627	1.40452e-05	0.993432	1.19641e-05	0.00421077
1.596	7.18013e-06	0.992315	1.10698e-05	0.00322502
1.59573	1.80431e-06	0.978175	7.22394e-06	0.00244833
1.59547	8.82908e-07	0.963321	3.20026e-06	0.00219105
1.5952	3.39334e-06	0.959884	1.33761e-06	0.00238822
1.59494	6.08804e-06	0.970645	2.16254e-06	0.00269793
1.59467	6.46439e-06	0.987342	4.41442e-06	0.00276942
1.59441	4.43847e-06	0.997416	6.17159e-06	0.00247872
1.59414	1.7985e-06	0.99376	6.1825e-06	0.00197976
1.59387	3.94081e-07	0.979975	4.55078e-06	0.00156159
1.59361	7.28856e-07	0.967295	2.46056e-06	0.00143255
1.59334	1.91144e-06	0.965776	1.25923e-06	0.00158557
1.59308	2.66368e-06	0.976624	1.55846e-06	0.00182612
1.59281	2.36737e-06	0.991469	2.91398e-06	0.00192529
1.59255	1.35889e-06	0.999002	4.22218e-06	0.00178057
1.59228	4.44466e-07	0.993723	4.51146e-06	0.0014739
1.59202	1.9331e-07	0.98008	3.58528e-06	0.00119756
1.59176	5.80757e-07	0.968902	2.10685e-06	0.00111074
1.59149	1.14383e-06	0.96897	1.09939e-06	0.00123143
1.59123	1.40236e-06	0.98027	1.2209e-06	0.00143449
1.59096	1.18766e-06	0.99409	2.3127e-06	0.0015488
1.5907	6.89342e-07	0.999816	3.5277e-06	0.0014792
1.59043	2.66347e-07	0.993152	3.94476e-06	0.00126775
1.59017	1.92232e-07	0.979406	3.23524e-06	0.00105617
1.58991	4.90613e-07	0.969352	1.90506e-06	0.000981598
1.58964	9.35243e-07	0.970875	9.30458e-07	0.00108108
1.58938	1.20228e-06	0.982867	1.03991e-06	0.00127009
1.58911	1.08749e-06	0.99608	2.16227e-06	0.00140612
1.58885	6.54111e-07	1.00029	3.45816e-06	0.00139007
1.58859	1.99903e-07	0.992216	3.93331e-06	0.0012342
1.58832	4.52484e-08	0.978127	3.19416e-06	0.00105101
1.58806	2.88201e-07	0.968991	1.77616e-06	0.000972931
1.5878	7.23039e-07	0.971998	7.71537e-07	0.00105945
1.58753	1.00328e-06	0.984925	1.00603e-06	0.00125575
1.58727	9.22953e-07	0.997777	2.37757e-06	0.00143099
1.58701	5.74664e-07	1.0005	3.88295e-06	0.00146962
1.58674	2.44246e-07	0.990809	4.35575e-06	0.0013531
1.58648	1.45287e-07	0.976099	3.3827e-06	0.00117541
1.58622	2.5272e-07	0.967789	1.68673e-06	0.00108022
1.58596	3.96389e-07	0.972471	6.32847e-07	0.00116117
1.58569	5.01953e-07	0.986654	1.18099e-06	0.00139304
1.58543	6.93682e-07	0.999305	3.07721e-06	0.0016435
1.58517	1.10731e-06	1.00034	4.95302e-06	0.00176136
1.58491	1.6e-06	0.988567	5.33605e-06	0.00168445
1.58464	1.73567e-06	0.972838	3.84407e-06	0.00149225
1.58438	1.20324e-06	0.965351	1.61415e-06	0.00136159
1.58412	3.35257e-07	0.972125	5.36817e-07	0.00144796
1.58386	1.22374e-07	0.988058	1.78378e-06	0.00176988
1.5836	1.4557e-06	1.00059	4.74775e-06	0.00217975
1.58333	4.10275e-06	0.999358	7.31477e-06	0.00245293
1.58307	6.43084e-06	0.984526	7.42303e-06	0.00244584
1.58281	6.48964e-06	0.967049	4.80719e-06	0.00221747
1.58255	3.86695e-06	0.960444	1.5172e-06	0.00201974
1.58229	7.13157e-07	0.970122	5.87011e-07	0.00214221
1.58203	5.92283e-07	0.988632	3.64199e-06	0.00270106
1.58176	5.51733e-06	1.0009	9.24009e-06	0.00351939
1.5815	1.34446e-05	0.99585	1.34701e-05	0.00420673
1.58124	1.88324e-05	0.975564	1.27797e-05	0.00442064
1.58098	1.67981e-05	0.954496	7.17822e-06	0.00415486
1.58072	8.14854e-06	0.948679	1.24137e-06	0.00384335
1.58046	7.94402e-07	0.962774	1.51531e-06	0.00415538
1.5802	4.89295e-06	0.985129	1.14722e-05	0.00555419
1.57994	2.39553e-05	0.99554	2.74473e-05	0.00788734
1.57968	4.87008e-05	0.980743	3.92271e-05	0.0103322
1.57942	6.05737e-05	0.946021	3.65258e-05	0.0118632
1.57916	4.61191e-05	0.913074	1.86397e-05	0.0120939
1.5789	1.48433e-05	0.903894	1.50966e-06	0.0120429
1.57864	7.77161e-06	0.921229	1.64984e-05	0.014284
1.57837	8.66514e-05	0.9403	9.89724e-05	0.0221679
1.57811	0.000304505	0.920064	0.000270527	0.0382763
1.57785	0.000671004	0.829134	0.000523203	0.062756
1.57759	0.00113245	0.670439	0.000814481	0.0923895
1.57733	0.00158089	0.487743	0.0010774	0.121038
1.57708	0.00189173	0.347648	0.00124293	0.141484
1.57682	0.0019734	0.306186	0.00126539	0.148009
1.57656	0.00180471	0.379373	0.00113966	0.138604
1.5763	0.00144173	0.535207	0.000902574	0.115815
1.57604	0.000991902	0.711596	0.00061812	0.085804
1.57578	0.00056955	0.849053	0.000353476	0.0560249
1.57552	0.000254905	0.918659	0.000156502	0.0325576
1.57526	7.42981e-05	0.929916	4.38196e-05	0.0182384
1.575	6.16643e-06	0.916499	2.81761e-06	0.0123171
1.57474	4.30143e-06	0.911389	4.32314e-06	0.0115995
1.57448	2.3567e-05	0.927881	1.84412e-05	0.0123569
1.57422	3.6063e-05	0.957003	2.60895e-05	0.0120198
1.57396	3.38499e-05	0.979916	2.23008e-05	0.0099234
1.57371	2.20751e-05	0.98433	1.21193e-05	0.0069483
1.57345	9.56021e-06	0.97302	3.26488e-06	0.00448498
1.57319	2.30128e-06	0.959753	2.28202e-07	0.00341282
1.57293	1.51792e-06	0.957492	2.42384e-06	0.00364421
1.57267	4.90063e-06	0.96866	6.10438e-06	0.00436378
1.57241	8.89967e-06	0.984522	7.71894e-06	0.00467292
1.57216	1.06573e-05	0.99318	6.20915e-06	0.0041669
1.5719	9.13071e-06	0.989255	3.06013e-06	0.00309743
1.57164	5.32976e-06	0.977652	6.38061e-07	0.00208774
1.57138	1.61806e-06	0.968987	3.21735e-07	0.00165341
1.57112	2.6597e-07	0.970815	1.72911e-06	0.00186783
1.57087	1.96505e-06	0.981798	3.33281e-06	0.00237005
1.57061	5.29894e-06	0.993206	3.76308e-06	0.00266354
1.57035	7.69041e-06	0.996216	2.76207e-06	0.00246984
1.57009	7.27491e-06	0.988989	1.18166e-06	0.00189275
1.56984	4.32918e-06	0.977944	1.86628e-07	0.00130327
1.56958	1.09781e-06	0.972412	3.55393e-07	0.00105305
1.56932	6.90149e-08	0.977104	1.33628e-06	0.00122967
1.56906	2.01657e-06	0.988408	2.22744e-06	0.00161796
1.56881	5.37572e-06	0.997391	2.30929e-06	0.00187607
1.56855	7.48317e-06	0.99701	1.55406e-06	0.00178618
1.56829	6.70135e-06	0.98774	5.68463e-07	0.00139904
1.56804	3.71279e-06	0.97718	7.56759e-08	0.000979042
1.56778	9.38987e-07	0.973975	3.65004e-07	0.000801739
1.56752	5.68768e-07	0.980909	1.11616e-06	0.000955879
1.56727	2.81019e-06	0.992654	1.69169e-06	0.00128961
1.56701	5.77736e-06	0.999967	1.63978e-06	0.00153126
1.56675	7.06606e-06	0.997032	1.0181e-06	0.0014902
1.5665	5.69639e-06	0.98613	3.13093e-07	0.0011909
1.56624	2.83936e-06	0.975926	4.50402e-08	0.000847247
1.56599	7.83993e-07	0.974662	3.74275e-07	0.000701273
1.56573	1.05098e-06	0.983591	1.00144e-06	0.000846482
1.56547	3.21587e-06	0.995868	1.41824e-06	0.00116323
1.56522	5.35926e-06	1.00184	1.30165e-06	0.00141006
1.56496	5.69453e-06	0.996639	7.49433e-07	0.00140185
1.56471	3.99031e-06	0.984179	1.88347e-07	0.00114463
1.56445	1.6492e-06	0.974213	3.83977e-08	0.000829842
1.56419	4.65214e-07	0.974754	3.94554e-07	0.000693358
1.56394	1.156e-06	0.98568	9.64289e-07	0.000842131
1.56368	2.87653e-06	0.998619	1.29975e-06	0.00117463
1.56343	4.0346e-06	1.00335	1.14161e-06	0.00145355
1.56317	3.64123e-06	0.995866	6.13006e-07	0.00147919
1.56292	2.05117e-06	0.981691	1.20558e-07	0.00123808
1.56266	5.42913e-07	0.971837	4.17511e-08	0.0009178
1.56241	1.87866e-07	0.974245	4.37188e-07	0.000773823
1.56215	1.0048e-06	0.987403	1.00476e-06	0.000942072
1.5619	2.06717e-06	1.00121	1.3094e-06	0.00133304
1.56164	2.37563e-06	1.00467	1.11466e-06	0.00168855
1.56139	1.68856e-06	0.994529	5.65959e-07	0.00176644
1.56113	6.22278e-07	0.978199	8.56221e-08	0.00152321
1.56088	2.15294e-08	0.968286	5.55802e-08	0.00115976
1.56063	2.2014e-07	0.972846	5.2405e-07	0.000988008
1.56037	8.35924e-07	0.988791	1.15859e-06	0.00120504
1.56012	1.2084e-06	1.00382	1.48736e-06	0.00173548
1.55986	1.01412e-06	1.00571	1.25499e-06	0.00226448
1.55961	4.92921e-07	0.992025	6.28614e-07	0.00245368
1.55936	1.34462e-07	0.972563	9.26529e-08	0.00219706
1.5591	1.84599e-07	0.962259	9.7657e-08	0.00173065
1.55885	4.57578e-07	0.969606	7.14685e-07	0.00149768
1.55859	5.96568e-07	0.989486	1.55465e-06	0.00184016
1.55834	4.72017e-07	1.00633	2.02899e-06	0.00272438
1.55809	2.92487e-07	1.0058	1.7805e-06	0.00371023
1.55783	3.25965e-07	0.986297	9.77879e-07	0.00422533
1.55758	5.53805e-07	0.961226	2.4691e-07	0.00399013
1.55733	6.63975e-07	0.949527	2.5816e-07	0.00330432
1.55707	4.31324e-07	0.960927	1.23847e-06	0.0029544
1.55682	8.33521e-08	0.987169	2.74779e-06	0.00373275
1.55657	1.89791e-07	1.00666	3.90565e-06	0.00583869
1.55631	1.06804e-06	1.00024	3.961e-06	0.00857788
1.55606	2.26536e-06	0.966828	2.86634e-06	0.0106661
1.55581	2.77624e-06	0.92658	1.49416e-06	0.0111023
1.55556	2.06706e-06	0.907428	1.33756e-06	0.0101824
1.5553	1.14489e-06	0.922962	3.83662e-06	0.0100259
1.55505	2.59028e-06	0.957221	9.6794e-06	0.014131
1.5548	9.10195e-06	0.968846	1.84235e-05	0.0259451
1.55455	2.13075e-05	0.914668	2.85922e-05	0.0469978
1.55429	3.64276e-05	0.779204	3.81512e-05	0.0754942
1.55404	4.90539e-05	0.591052	4.51202e-05	0.106178
1.55379	5.38971e-05	0.414146	4.80798e-05	0.13174
1.55354	4.88676e-05	0.317227	4.64583e-05	0.145306
1.55328	3.64329e-05	0.338644	4.06063e-05	0.143
1.55303	2.22532e-05	0.466921	3.17069e-05	0.125445
1.55278	1.19301e-05	0.648121	2.15412e-05	0.097545
1.55253	7.98763e-06	0.814953	1.20963e-05	0.0666069
1.55228	9.00032e-06	0.920049	5.04983e-06	0.0396636
1.55203	1.12366e-05	0.954598	1.27041e-06	0.0211453
1.55177	1.14624e-05	0.943785	5.49558e-07	0.0118477
1.55152	8.9018e-06	0.925045	1.74027e-06	0.00947441
1.55127	5.16966e-06	0.924403	3.29565e-06	0.0102968
1.55102	2.56104e-06	0.945007	3.97535e-06	0.011031
1.55077	2.1892e-06	0.972249	3.36362e-06	0.0100614
1.55052	3.34936e-06	0.988816	1.92471e-06	0.00758755
